year,sex,name,n,prop
1986,Female,Casey,3423,0.00185524
1986,Female,Jessie,1277,6.9212e-4
1986,Female,Jaime,1219,6.6069e-4
1986,Female,Kerry,698,3.7831e-4
1986,Female,Marion,162,8.78e-5
1986,Female,Riley,99,5.366e-5
1986,Female,Quinn,74,4.011e-5
1986,Female,Peyton,32,1.734e-5
1986,Female,Harley,17,9.21e-6
1986,Male,Casey,3763,0.00195892
1986,Male,Jaime,1211,6.3041e-4
1986,Male,Jessie,1117,5.8148e-4
1986,Male,Kerry,481,2.504e-4
1986,Male,Riley,403,2.0979e-4
1986,Male,Quinn,241,1.2546e-4
1986,Male,Harley,203,1.0568e-4
1986,Male,Marion,164,8.537e-5
1986,Male,Peyton,75,3.904e-5
1987,Female,Casey,3581,0.00191106
1987,Female,Jessie,1222,6.5214e-4
1987,Female,Jaime,1108,5.913e-4
1987,Female,Kerry,669,3.5702e-4
1987,Female,Marion,151,8.058e-5
1987,Female,Riley,88,4.696e-5
1987,Female,Quinn,82,4.376e-5
1987,Female,Peyton,29,1.548e-5
1987,Female,Harley,15,8e-6
1987,Male,Casey,3925,0.00201337
1987,Male,Jaime,1183,6.0683e-4
1987,Male,Jessie,1162,5.9606e-4
1987,Male,Riley,476,2.4417e-4
1987,Male,Kerry,409,2.098e-4
1987,Male,Quinn,269,1.3799e-4
1987,Male,Harley,189,9.695e-5
1987,Male,Marion,137,7.028e-5
1987,Male,Peyton,80,4.104e-5
1988,Female,Casey,3149,0.0016379
1988,Female,Jessie,1160,6.0336e-4
1988,Female,Jaime,950,4.9413e-4
1988,Female,Kerry,598,3.1104e-4
1988,Female,Marion,175,9.102e-5
1988,Female,Riley,123,6.398e-5
1988,Female,Quinn,92,4.785e-5
1988,Female,Peyton,42,2.185e-5
1988,Female,Harley,35,1.82e-5
1988,Male,Casey,4038,0.00201766
1988,Male,Jaime,1255,6.2708e-4
1988,Male,Jessie,1082,5.4064e-4
1988,Male,Riley,528,2.6382e-4
1988,Male,Kerry,421,2.1036e-4
1988,Male,Quinn,267,1.3341e-4
1988,Male,Harley,228,1.1392e-4
1988,Male,Marion,168,8.394e-5
1988,Male,Peyton,80,3.997e-5
1989,Female,Casey,3079,0.00154577
1989,Female,Jessie,1147,5.7584e-4
1989,Female,Jaime,865,4.3426e-4
1989,Female,Kerry,560,2.8114e-4
1989,Female,Riley,168,8.434e-5
1989,Female,Marion,152,7.631e-5
1989,Female,Harley,81,4.066e-5
1989,Female,Quinn,78,3.916e-5
1989,Female,Peyton,35,1.757e-5
1989,Male,Casey,3851,0.00183779
1989,Male,Jaime,1395,6.6573e-4
1989,Male,Jessie,1133,5.4069e-4
1989,Male,Riley,676,3.226e-4
1989,Male,Kerry,408,1.9471e-4
1989,Male,Quinn,361,1.7228e-4
1989,Male,Harley,269,1.2837e-4
1989,Male,Marion,149,7.111e-5
1989,Male,Peyton,107,5.106e-5
1990,Female,Casey,3261,0.00158766
1990,Female,Jessie,1117,5.4383e-4
1990,Female,Jaime,882,4.2941e-4
1990,Female,Kerry,555,2.7021e-4
1990,Female,Riley,238,1.1587e-4
1990,Female,Marion,166,8.082e-5
1990,Female,Harley,156,7.595e-5
1990,Female,Quinn,96,4.674e-5
1990,Female,Peyton,62,3.019e-5
1990,Male,Casey,4131,0.00192036
1990,Male,Jaime,1436,6.6755e-4
1990,Male,Jessie,1255,5.8341e-4
1990,Male,Riley,813,3.7794e-4
1990,Male,Kerry,402,1.8688e-4
1990,Male,Quinn,363,1.6875e-4
1990,Male,Harley,292,1.3574e-4
1990,Male,Marion,136,6.322e-5
1990,Male,Peyton,121,5.625e-5
1991,Female,Casey,3070,0.00151
1991,Female,Jessie,1116,5.4891e-4
1991,Female,Jaime,740,3.6397e-4
1991,Female,Kerry,478,2.3511e-4
1991,Female,Harley,316,1.5543e-4
1991,Female,Riley,285,1.4018e-4
1991,Female,Marion,158,7.771e-5
1991,Female,Quinn,107,5.263e-5
1991,Female,Peyton,67,3.295e-5
1991,Male,Casey,4107,0.001938
1991,Male,Jaime,1446,6.8234e-4
1991,Male,Jessie,1176,5.5493e-4
1991,Male,Riley,865,4.0817e-4
1991,Male,Quinn,476,2.2461e-4
1991,Male,Kerry,414,1.9536e-4
1991,Male,Harley,350,1.6516e-4
1991,Male,Marion,144,6.795e-5
1991,Male,Peyton,126,5.946e-5
1992,Female,Casey,3007,0.00150028
1992,Female,Jessie,1096,5.4683e-4
1992,Female,Jaime,684,3.4127e-4
1992,Female,Harley,456,2.2751e-4
1992,Female,Kerry,438,2.1853e-4
1992,Female,Riley,425,2.1204e-4
1992,Female,Peyton,399,1.9907e-4
1992,Female,Marion,174,8.681e-5
1992,Female,Quinn,109,5.438e-5
1992,Male,Casey,3574,0.00170302
1992,Male,Jaime,1428,6.8045e-4
1992,Male,Riley,1067,5.0843e-4
1992,Male,Jessie,1048,4.9938e-4
1992,Male,Harley,556,2.6494e-4
1992,Male,Quinn,486,2.3158e-4
1992,Male,Kerry,288,1.3723e-4
1992,Male,Peyton,187,8.911e-5
1992,Male,Marion,130,6.195e-5
1993,Female,Casey,2579,0.00130836
1993,Female,Jessie,1108,5.621e-4
1993,Female,Harley,718,3.6425e-4
1993,Female,Jaime,654,3.3178e-4
1993,Female,Peyton,617,3.1301e-4
1993,Female,Riley,552,2.8004e-4
1993,Female,Kerry,373,1.8923e-4
1993,Female,Quinn,131,6.646e-5
1993,Female,Marion,116,5.885e-5
1993,Male,Casey,3179,0.0015395
1993,Male,Jaime,1427,6.9105e-4
1993,Male,Riley,1376,6.6636e-4
1993,Male,Jessie,1082,5.2398e-4
1993,Male,Harley,727,3.5206e-4
1993,Male,Quinn,550,2.6635e-4
1993,Male,Kerry,296,1.4334e-4
1993,Male,Peyton,242,1.1719e-4
1993,Male,Marion,100,4.843e-5
1994,Female,Casey,2691,0.00138069
1994,Female,Jessie,1255,6.4391e-4
1994,Female,Harley,858,4.4022e-4
1994,Female,Riley,755,3.8737e-4
1994,Female,Peyton,585,3.0015e-4
1994,Female,Jaime,574,2.9451e-4
1994,Female,Kerry,339,1.7393e-4
1994,Female,Quinn,159,8.158e-5
1994,Female,Marion,123,6.311e-5
1994,Male,Casey,3046,0.00149464
1994,Male,Riley,1587,7.7873e-4
1994,Male,Jaime,1394,6.8402e-4
1994,Male,Jessie,984,4.8284e-4
1994,Male,Harley,789,3.8715e-4
1994,Male,Quinn,592,2.9049e-4
1994,Male,Peyton,357,1.7518e-4
1994,Male,Kerry,235,1.1531e-4
1994,Male,Marion,86,4.22e-5
1995,Female,Casey,2638,0.00137309
1995,Female,Jessie,1138,5.9233e-4
1995,Female,Riley,969,5.0437e-4
1995,Female,Harley,752,3.9142e-4
1995,Female,Jaime,603,3.1386e-4
1995,Female,Peyton,588,3.0606e-4
1995,Female,Kerry,296,1.5407e-4
1995,Female,Quinn,200,1.041e-4
1995,Female,Marion,108,5.621e-5
1995,Male,Casey,2629,0.00130731
1995,Male,Riley,1918,9.5376e-4
1995,Male,Jaime,1299,6.4595e-4
1995,Male,Jessie,903,4.4903e-4
1995,Male,Harley,652,3.2422e-4
1995,Male,Quinn,605,3.0085e-4
1995,Male,Peyton,453,2.2526e-4
1995,Male,Kerry,206,1.0244e-4
1995,Male,Marion,90,4.475e-5
1996,Female,Casey,2550,0.00133029
1996,Female,Riley,1148,5.9889e-4
1996,Female,Peyton,1104,5.7594e-4
1996,Female,Jessie,980,5.1125e-4
1996,Female,Harley,730,3.8083e-4
1996,Female,Jaime,499,2.6032e-4
1996,Female,Kerry,289,1.5077e-4
1996,Female,Quinn,194,1.0121e-4
1996,Female,Marion,115,5.999e-5
1996,Male,Casey,2464,0.00122993
1996,Male,Riley,2393,0.00119449
1996,Male,Jaime,1312,6.549e-4
1996,Male,Jessie,874,4.3626e-4
1996,Male,Quinn,790,3.9434e-4
1996,Male,Peyton,772,3.8535e-4
1996,Male,Harley,605,3.0199e-4
1996,Male,Kerry,181,9.035e-5
1996,Male,Marion,117,5.84e-5
1997,Female,Casey,2194,0.00114941
1997,Female,Riley,1669,8.7437e-4
1997,Female,Peyton,1303,6.8262e-4
1997,Female,Jessie,846,4.4321e-4
1997,Female,Harley,700,3.6672e-4
1997,Female,Jaime,422,2.2108e-4
1997,Female,Kerry,272,1.425e-4
1997,Female,Quinn,206,1.0792e-4
1997,Female,Marion,129,6.758e-5
1997,Male,Riley,2833,0.00141839
1997,Male,Casey,2097,0.0010499
1997,Male,Jaime,1212,6.0681e-4
1997,Male,Peyton,1121,5.6125e-4
1997,Male,Quinn,909,4.5511e-4
1997,Male,Jessie,753,3.77e-4
1997,Male,Harley,566,2.8338e-4
1997,Male,Kerry,188,9.413e-5
1997,Male,Marion,131,6.559e-5
1998,Female,Casey,2103,0.00108513
1998,Female,Riley,1877,9.6852e-4
1998,Female,Peyton,1417,7.3116e-4
1998,Female,Harley,825,4.2569e-4
1998,Female,Jessie,744,3.839e-4
1998,Female,Jaime,434,2.2394e-4
1998,Female,Quinn,282,1.4551e-4
1998,Female,Kerry,199,1.0268e-4
1998,Female,Marion,124,6.398e-5
1998,Male,Riley,3013,0.00148633
1998,Male,Casey,1975,9.7428e-4
1998,Male,Peyton,1451,7.1579e-4
1998,Male,Jaime,1294,6.3834e-4
1998,Male,Quinn,815,4.0205e-4
1998,Male,Jessie,642,3.167e-4
1998,Male,Harley,540,2.6639e-4
1998,Male,Kerry,150,7.4e-5
1998,Male,Marion,132,6.512e-5
1999,Female,Riley,2312,0.00118795
1999,Female,Casey,1802,9.259e-4
1999,Female,Peyton,1356,6.9674e-4
1999,Female,Harley,754,3.8742e-4
1999,Female,Jessie,739,3.7971e-4
1999,Female,Jaime,380,1.9525e-4
1999,Female,Quinn,334,1.7162e-4
1999,Female,Kerry,200,1.0276e-4
1999,Female,Marion,102,5.241e-5
1999,Male,Riley,2970,0.00145706
1999,Male,Casey,2043,0.00100228
1999,Male,Peyton,1381,6.7751e-4
1999,Male,Jaime,1322,6.4857e-4
1999,Male,Quinn,990,4.8569e-4
1999,Male,Jessie,581,2.8504e-4
1999,Male,Harley,495,2.4284e-4
1999,Male,Kerry,150,7.359e-5
1999,Male,Marion,108,5.298e-5
2000,Female,Riley,2552,0.00127927
2000,Female,Peyton,1967,9.8602e-4
2000,Female,Casey,1517,7.6045e-4
2000,Female,Harley,756,3.7897e-4
2000,Female,Jessie,719,3.6042e-4
2000,Female,Jaime,314,1.574e-4
2000,Female,Quinn,297,1.4888e-4
2000,Female,Kerry,182,9.123e-5
2000,Female,Marion,141,7.068e-5
2000,Male,Riley,3420,0.00163841
2000,Male,Peyton,2001,9.5861e-4
2000,Male,Casey,1822,8.7286e-4
2000,Male,Jaime,1262,6.0458e-4
2000,Male,Quinn,937,4.4889e-4
2000,Male,Harley,535,2.563e-4
2000,Male,Jessie,533,2.5534e-4
2000,Male,Kerry,135,6.467e-5
2000,Male,Marion,102,4.886e-5
2001,Female,Riley,3044,0.00153734
2001,Female,Peyton,1885,9.52e-4
2001,Female,Casey,1283,6.4797e-4
2001,Female,Harley,820,4.1413e-4
2001,Female,Jessie,611,3.0858e-4
2001,Female,Quinn,306,1.5454e-4
2001,Female,Jaime,296,1.4949e-4
2001,Female,Kerry,148,7.475e-5
2001,Female,Marion,120,6.06e-5
2001,Male,Riley,3651,0.00176597
2001,Male,Peyton,2114,0.00102253
2001,Male,Casey,1556,7.5263e-4
2001,Male,Jaime,1339,6.4767e-4
2001,Male,Quinn,937,4.5322e-4
2001,Male,Jessie,593,2.8683e-4
2001,Male,Harley,528,2.5539e-4
2001,Male,Kerry,142,6.868e-5
2001,Male,Marion,106,5.127e-5
2002,Female,Riley,3905,0.00197826
2002,Female,Peyton,1702,8.6223e-4
2002,Female,Casey,1031,5.223e-4
2002,Female,Harley,871,4.4125e-4
2002,Female,Jessie,675,3.4195e-4
2002,Female,Quinn,336,1.7022e-4
2002,Female,Jaime,270,1.3678e-4
2002,Female,Kerry,141,7.143e-5
2002,Female,Marion,130,6.586e-5
2002,Male,Riley,3959,0.0019167
2002,Male,Peyton,1764,8.5402e-4
2002,Male,Casey,1398,6.7682e-4
2002,Male,Jaime,1262,6.1098e-4
2002,Male,Quinn,914,4.425e-4
2002,Male,Jessie,653,3.1614e-4
2002,Male,Harley,577,2.7935e-4
2002,Male,Kerry,130,6.294e-5
2002,Male,Marion,120,5.81e-5
2003,Female,Riley,4242,0.00211528
2003,Female,Peyton,1700,8.4771e-4
2003,Female,Harley,993,4.9516e-4
2003,Female,Casey,987,4.9217e-4
2003,Female,Jessie,618,3.0817e-4
2003,Female,Quinn,394,1.9647e-4
2003,Female,Jaime,265,1.3214e-4
2003,Female,Marion,119,5.934e-5
2003,Female,Kerry,100,4.987e-5
2003,Male,Riley,4076,0.0019409
2003,Male,Peyton,1768,8.4188e-4
2003,Male,Jaime,1261,6.0046e-4
2003,Male,Casey,1253,5.9665e-4
2003,Male,Quinn,1072,5.1046e-4
2003,Male,Jessie,627,2.9856e-4
2003,Male,Harley,612,2.9142e-4
2003,Male,Marion,158,7.524e-5
2003,Male,Kerry,112,5.333e-5
2004,Female,Riley,4982,0.00247051
2004,Female,Peyton,2391,0.00118567
2004,Female,Harley,876,4.344e-4
2004,Female,Casey,817,4.0514e-4
2004,Female,Jessie,607,3.01e-4
2004,Female,Quinn,401,1.9885e-4
2004,Female,Jaime,255,1.2645e-4
2004,Female,Marion,112,5.554e-5
2004,Female,Kerry,86,4.265e-5
2004,Male,Riley,4109,0.00194537
2004,Male,Peyton,2483,0.00117556
2004,Male,Casey,1270,6.0127e-4
2004,Male,Jaime,1194,5.6529e-4
2004,Male,Quinn,1034,4.8954e-4
2004,Male,Jessie,571,2.7034e-4
2004,Male,Harley,558,2.6418e-4
2004,Male,Kerry,172,8.143e-5
2004,Male,Marion,137,6.486e-5
2005,Female,Riley,5124,0.00252641
2005,Female,Peyton,2462,0.0012139
2005,Female,Harley,841,4.1466e-4
2005,Female,Casey,769,3.7916e-4
2005,Female,Jessie,507,2.4998e-4
2005,Female,Quinn,407,2.0067e-4
2005,Female,Jaime,197,9.713e-5
2005,Female,Marion,103,5.078e-5
2005,Female,Kerry,80,3.944e-5
2005,Male,Riley,4110,0.00193318
2005,Male,Peyton,2842,0.00133676
2005,Male,Jaime,1255,5.903e-4
2005,Male,Casey,1101,5.1787e-4
2005,Male,Quinn,1085,5.1034e-4
2005,Male,Jessie,590,2.7751e-4
2005,Male,Harley,484,2.2765e-4
2005,Male,Marion,167,7.855e-5
2005,Male,Kerry,120,5.644e-5
2006,Female,Riley,5055,0.00241976
2006,Female,Peyton,2535,0.00121347
2006,Female,Harley,835,3.997e-4
2006,Female,Casey,770,3.6859e-4
2006,Female,Quinn,545,2.6088e-4
2006,Female,Jessie,529,2.5323e-4
2006,Female,Jaime,207,9.909e-5
2006,Female,Marion,97,4.643e-5
2006,Female,Kerry,73,3.494e-5
2006,Male,Riley,4392,0.00200471
2006,Male,Peyton,2685,0.00122556
2006,Male,Jaime,1240,5.6599e-4
2006,Male,Quinn,1233,5.628e-4
2006,Male,Casey,1070,4.884e-4
2006,Male,Jessie,546,2.4922e-4
2006,Male,Harley,495,2.2594e-4
2006,Male,Marion,155,7.075e-5
2006,Male,Kerry,99,4.519e-5
2007,Female,Riley,5208,0.00246265
2007,Female,Peyton,2774,0.00131171
2007,Female,Casey,696,3.2911e-4
2007,Female,Harley,668,3.1587e-4
2007,Female,Quinn,523,2.4731e-4
2007,Female,Jessie,496,2.3454e-4
2007,Female,Jaime,181,8.559e-5
2007,Female,Marion,113,5.343e-5
2007,Female,Kerry,44,2.081e-5
2007,Male,Riley,3969,0.00179315
2007,Male,Peyton,3372,0.00152343
2007,Male,Quinn,1320,5.9636e-4
2007,Male,Jaime,1227,5.5435e-4
2007,Male,Casey,985,4.4501e-4
2007,Male,Jessie,533,2.408e-4
2007,Male,Harley,416,1.8794e-4
2007,Male,Marion,146,6.596e-5
2007,Male,Kerry,87,3.931e-5
2008,Female,Riley,5768,0.00277184
2008,Female,Peyton,4731,0.0022735
2008,Female,Harley,779,3.7435e-4
2008,Female,Casey,676,3.2485e-4
2008,Female,Quinn,599,2.8785e-4
2008,Female,Jessie,493,2.3691e-4
2008,Female,Jaime,125,6.007e-5
2008,Female,Marion,96,4.613e-5
2008,Female,Kerry,37,1.778e-5
2008,Male,Riley,4129,0.00189538
2008,Male,Peyton,3220,0.00147811
2008,Male,Quinn,1216,5.5819e-4
2008,Male,Jaime,1043,4.7878e-4
2008,Male,Casey,976,4.4802e-4
2008,Male,Jessie,488,2.2401e-4
2008,Male,Harley,420,1.928e-4
2008,Male,Marion,140,6.427e-5
2008,Male,Kerry,85,3.902e-5
2009,Female,Riley,5633,0.00278451
2009,Female,Peyton,5311,0.00262534
2009,Female,Harley,760,3.7568e-4
2009,Female,Quinn,630,3.1142e-4
2009,Female,Casey,570,2.8176e-4
2009,Female,Jessie,421,2.0811e-4
2009,Female,Jaime,136,6.723e-5
2009,Female,Marion,110,5.438e-5
2009,Female,Kerry,32,1.582e-5
2009,Male,Riley,3785,0.00178626
2009,Male,Peyton,2709,0.00127846
2009,Male,Quinn,1339,6.3192e-4
2009,Male,Jaime,961,4.5353e-4
2009,Male,Casey,828,3.9076e-4
2009,Male,Harley,463,2.185e-4
2009,Male,Jessie,460,2.1709e-4
2009,Male,Marion,119,5.616e-5
2009,Male,Kerry,70,3.304e-5
2010,Female,Riley,5537,0.00282748
2010,Female,Peyton,4968,0.00253691
2010,Female,Quinn,1278,6.5261e-4
2010,Female,Harley,716,3.6563e-4
2010,Female,Casey,484,2.4716e-4
2010,Female,Jessie,419,2.1396e-4
2010,Female,Marion,98,5.004e-5
2010,Female,Jaime,84,4.289e-5
2010,Female,Kerry,30,1.532e-5
2010,Male,Riley,3642,0.00177475
2010,Male,Peyton,2643,0.00128794
2010,Male,Quinn,1237,6.0279e-4
2010,Male,Jaime,814,3.9666e-4
2010,Male,Casey,706,3.4403e-4
2010,Male,Harley,442,2.1539e-4
2010,Male,Jessie,406,1.9784e-4
2010,Male,Marion,124,6.043e-5
2010,Male,Kerry,65,3.167e-5
2011,Female,Riley,5031,0.00259994
2011,Female,Peyton,4674,0.00241545
2011,Female,Quinn,1691,8.7388e-4
2011,Female,Harley,712,3.6795e-4
2011,Female,Casey,465,2.403e-4
2011,Female,Jessie,408,2.1085e-4
2011,Female,Marion,111,5.736e-5
2011,Female,Jaime,91,4.703e-5
2011,Female,Kerry,35,1.809e-5
2011,Male,Riley,3457,0.00170414
2011,Male,Peyton,2293,0.00113034
2011,Male,Quinn,1129,5.5654e-4
2011,Male,Jaime,763,3.7612e-4
2011,Male,Casey,643,3.1697e-4
2011,Male,Harley,365,1.7993e-4
2011,Male,Jessie,332,1.6366e-4
2011,Male,Marion,102,5.028e-5
2011,Male,Kerry,61,3.007e-5
2012,Female,Riley,4825,0.00249194
2012,Female,Peyton,4468,0.00230757
2012,Female,Quinn,2108,0.00108871
2012,Female,Harley,757,3.9096e-4
2012,Female,Jessie,447,2.3086e-4
2012,Female,Casey,355,1.8335e-4
2012,Female,Marion,109,5.629e-5
2012,Female,Jaime,83,4.287e-5
2012,Female,Kerry,27,1.394e-5
2012,Male,Riley,2877,0.00142012
2012,Male,Peyton,2075,0.00102424
2012,Male,Quinn,985,4.8621e-4
2012,Male,Jaime,732,3.6132e-4
2012,Male,Casey,557,2.7494e-4
2012,Male,Harley,382,1.8856e-4
2012,Male,Jessie,338,1.6684e-4
2012,Male,Marion,109,5.38e-5
2012,Male,Kerry,53,2.616e-5
2013,Female,Riley,4931,0.00256308
2013,Female,Peyton,4564,0.00237232
2013,Female,Quinn,2648,0.0013764
2013,Female,Harley,875,4.5482e-4
2013,Female,Jessie,479,2.4898e-4
2013,Female,Casey,378,1.9648e-4
2013,Female,Marion,140,7.277e-5
2013,Female,Jaime,90,4.678e-5
2013,Female,Kerry,39,2.027e-5
2013,Male,Riley,2552,0.00126541
2013,Male,Peyton,1844,9.1435e-4
2013,Male,Quinn,882,4.3734e-4
2013,Male,Jaime,686,3.4015e-4
2013,Male,Casey,556,2.7569e-4
2013,Male,Harley,400,1.9834e-4
2013,Male,Jessie,323,1.6016e-4
2013,Male,Marion,97,4.81e-5
2013,Male,Kerry,71,3.521e-5
2014,Female,Riley,4790,0.00245433
2014,Female,Peyton,4446,0.00227807
2014,Female,Quinn,2550,0.00130659
2014,Female,Harley,946,4.8472e-4
2014,Female,Jessie,506,2.5927e-4
2014,Female,Casey,353,1.8087e-4
2014,Female,Marion,142,7.276e-5
2014,Female,Jaime,74,3.792e-5
2014,Female,Kerry,37,1.896e-5
2014,Male,Riley,2441,0.00119401
2014,Male,Peyton,1839,8.9954e-4
2014,Male,Quinn,877,4.2898e-4
2014,Male,Jaime,618,3.0229e-4
2014,Male,Casey,522,2.5533e-4
2014,Male,Harley,407,1.9908e-4
2014,Male,Jessie,282,1.3794e-4
2014,Male,Marion,82,4.011e-5
2014,Male,Kerry,62,3.033e-5
2015,Female,Riley,5726,0.00294348
2015,Female,Peyton,3901,0.00200533
2015,Female,Quinn,3090,0.00158843
2015,Female,Harley,1129,5.8037e-4
2015,Female,Jessie,468,2.4058e-4
2015,Female,Casey,342,1.7581e-4
2015,Female,Marion,149,7.659e-5
2015,Female,Jaime,69,3.547e-5
2015,Female,Kerry,26,1.337e-5
2015,Male,Riley,2086,0.00102339
2015,Male,Peyton,1377,6.7555e-4
2015,Male,Quinn,946,4.6411e-4
2015,Male,Jaime,607,2.9779e-4
2015,Male,Casey,515,2.5266e-4
2015,Male,Harley,390,1.9133e-4
2015,Male,Jessie,233,1.1431e-4
2015,Male,Marion,77,3.778e-5
2015,Male,Kerry,62,3.042e-5
2016,Female,Riley,7131,0.00369781
2016,Female,Quinn,3644,0.00188961
2016,Female,Peyton,3494,0.00181183
2016,Female,Harley,1426,7.3946e-4
2016,Female,Jessie,459,2.3802e-4
2016,Female,Casey,326,1.6905e-4
2016,Female,Marion,158,8.193e-5
2016,Female,Jaime,58,3.008e-5
2016,Female,Kerry,30,1.556e-5
2016,Male,Riley,1714,8.4944e-4
2016,Male,Peyton,1240,6.1453e-4
2016,Male,Quinn,1045,5.1789e-4
2016,Male,Jaime,655,3.2461e-4
2016,Male,Casey,511,2.5325e-4
2016,Male,Harley,377,1.8684e-4
2016,Male,Jessie,243,1.2043e-4
2016,Male,Marion,76,3.766e-5
2016,Male,Kerry,53,2.627e-5
2017,Female,Riley,6343,0.00338312
2017,Female,Quinn,3575,0.00190677
2017,Female,Peyton,3244,0.00173023
2017,Female,Harley,1515,8.0804e-4
2017,Female,Jessie,450,2.4001e-4
2017,Female,Casey,290,1.5467e-4
2017,Female,Marion,141,7.52e-5
2017,Female,Jaime,61,3.254e-5
2017,Female,Kerry,30,1.6e-5
2017,Male,Riley,1454,7.4059e-4
2017,Male,Peyton,992,5.0527e-4
2017,Male,Quinn,892,4.5434e-4
2017,Male,Jaime,604,3.0765e-4
2017,Male,Casey,540,2.7505e-4
2017,Male,Harley,395,2.0119e-4
2017,Male,Jessie,214,1.09e-4
2017,Male,Marion,75,3.82e-5
2017,Male,Kerry,57,2.903e-5
